BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0306,,,Delegate Qi,"[{'Name': 'Delegate Qi'}, {'Name': 'Delegate Hill'}]","Providing that a manufacturer, distributor, or factory branch may not take an adverse action against a dealer for disclosing on its website that the advertised price of a vehicle is the manufacturer's minimum allowable advertised price and that the dealer may offer a lower price for the vehicle.",Vehicle Laws - Manufacturers and Dealers - Prices Listed on Dealer Websites (Jack Fitzgerald Price Transparency Act),In the House - Hearing 2/11 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-11T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'r4', 'Name': 'Vehicle Laws - Licensing and Regulation'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'motorvds', 'Name': 'Motor Vehicle Dealers and Salespeople'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0307,,SB0217,Delegate Qi,"[{'Name': 'Delegate Qi'}, {'Name': 'Delegate Hill'}]","Altering the purpose of the Community Reinvestment and Repair Fund; requiring the Comptroller to administer the Fund at the direction of the Office of Social Equity; altering requirements for a certain county plan for the distribution of funds from the Fund; requiring a county to consult with the Office to make any adjustments to the county plan; altering the requirements for a certain report on the Fund; requiring the Comptroller, in consultation with the Office, to ensure compliance with provisions of law governing the Fund; etc.",Community Reinvestment and Repair Fund - Alterations,In the House - First Reading Economic Matters,Economic Matters,,,,2026-01-15,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'a3', 'Name': 'Cannabis'}, {'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'awareno', 'Name': 'Awareness and Outreach'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'cannabis', 'Name': 'Cannabis -see also- CannDist; CannProd; Smok&Vap'}, {'Code': 'childca', 'Name': 'Child Care'}, {'Code': 'civilrse', 'Name': 'Civil Rights and Social Equity'}, {'Code': 'commund', 'Name': 'Community Development'}, {'Code': 'communfs', 'Name': 'Community Facilities and Services'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'demographics', 'Name': 'Demographics -see also- Census; Data'}, {'Code': 'diversei', 'Name': 'Diversity, Equity, and Inclusion'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'incarci', 'Name': 'Incarcerated Individuals'}, {'Code': 'indigep', 'Name': 'Indigent Persons'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'lowi', 'Name': 'Low-Income'}, {'Code': 'masst', 'Name': 'Mass Transit -see also- Buses; Railroads'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'openg', 'Name': 'Open Government'}, {'Code': 'plansp', 'Name': 'Plans and Proposals'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}, {'Code': 'truancy', 'Name': 'Truancy'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0308,,,Delegate Qi,"[{'Name': 'Delegate Qi'}, {'Name': 'Delegate Hill'}]","Authorizing an address supplied by a commercial mail receiving agency to be designated as the principal office of a Maryland corporation, limited liability company, limited liability partnership, or limited partnership, under certain circumstances; and providing for the disclosure of certain contact information on request by a commercial mail receiving agency.",Corporations and Associations - Principal Offices - Private Mailboxes,In the House - Hearing 2/03 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-03T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c1', 'Name': 'Corporations and Associations'}]","[{'Code': 'addresses', 'Name': 'Addresses'}, {'Code': 'assesstd', 'Name': 'Assessments and Taxation, Department of'}, {'Code': 'associations', 'Name': 'Associations -see also- Cooperative Associations'}, {'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'postals', 'Name': 'Postal Service'}, {'Code': 'privacy', 'Name': 'Privacy'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0309,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],"Prohibiting a person from being stopped, detained, or arrested for certain civil offenses while the individual is in a judicial facility or is traveling within 1 mile of a judicial facility for the purpose of attending a meeting, a hearing, or another official proceeding in the Judicial facility except under certain circumstances; establishing that evidence obtained in violation of the Act is inadmissible in a proceeding over which a State court or State or local agency has jurisdiction; etc.","Judicial Facilities - Stops, Detentions, and Arrests - Limitations",In the House - Hearing 2/04 at 1:00 p.m.,Judiciary,,,,2026-01-15,2026-02-04T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd1', 'Name': 'Courts and Court Personnel - Statewide'}, {'Code': 'd3', 'Name': 'Civil Actions and Procedures'}]","[{'Code': 'arrests', 'Name': 'Arrests'}, {'Code': 'attornf', 'Name': ""Attorneys' Fees""}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'civilo', 'Name': 'Civil Offenses'}, {'Code': 'courtc', 'Name': 'Court Costs'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'damages', 'Name': 'Damages'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- SRO; Sheriffs; State Police'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'trials', 'Name': 'Trials'}, {'Code': 'warrants', 'Name': 'Warrants'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0310,,SB0268,Delegate Kaufman,"[{'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Shetty'}]",Authorizing an incarcerated individual to undergo a certain assessment at intake at a State correctional facility by a certain clinical professional; authorizing a certain clinical professional to make a certain recommendation about a certain incarcerated individual; and prohibiting a State correctional facility from putting a certain incarcerated individual in restrictive housing for more than 15 consecutive days in a 30-day time period unless the individual commits a certain prohibited act.,Correctional Services - Restrictive Housing - Individuals With Developmental or Intellectual Disabilities,In the House - First Reading Judiciary,Judiciary,,,,2026-01-15,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'correci', 'Name': 'Correctional Institutions -see also- Patuxent Institution'}, {'Code': 'death', 'Name': 'Death -see also- Homicide; Murder; Wrongful Death'}, {'Code': 'develod', 'Name': 'Developmental Disabilities'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'extortion', 'Name': 'Extortion'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'injury', 'Name': 'Injury'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.'}, {'Code': 'restrih', 'Name': 'Restrictive Housing'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'threats', 'Name': 'Threats'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'violence', 'Name': 'Violence -see also- Domestic Violence; Hate Crimes'}, {'Code': 'weapons', 'Name': 'Weapons -see also- Guns'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0311,,,Delegate Kaufman,"[{'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Shetty'}]","Requiring each local school system to identify, in its regular safety evaluation, issues of accessibility for individuals with disabilities; requiring local school systems to include in a certain confidential annual report instances in which a public school facility became inaccessible for a student with a disability in a manner that could impede evacuations or emergency response; and requiring a certain annual report to be confidential and limiting disclosure of the report to certain individuals.",Public Schools - Individuals With Disabilities - Accessibility and Emergency Planning,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-15,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}, {'Code': 'o3', 'Name': 'Disabled'}, {'Code': 'o4', 'Name': 'Children'}]","[{'Code': 'accessibility', 'Name': 'Accessibility - see also- Blind; Deaf; Disabilities; etc'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'disabilities', 'Name': 'Disabilities'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; etc.'}, {'Code': 'emergencies', 'Name': 'Emergencies -see also- Pandemics'}, {'Code': 'evaluar', 'Name': 'Evaluations and Reviews'}, {'Code': 'plansp', 'Name': 'Plans and Proposals'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'students', 'Name': 'Students'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0312,,SB0239,Delegate Simpson,[{'Name': 'Delegate Simpson'}],Authorizing a member of the Correctional Officers' Retirement System to receive certain service credit on the redeposit of contributions from the Employees' Pension System or the Teachers' Pension System.,Correctional Officers' Retirement System - Redeposit of Accumulated Contributions - Alterations,"In the House - First Reading Government, Labor, and Elections","Government, Labor, and Elections",,,,2026-01-15,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'p6', 'Name': 'Pensions and Retirement'}]","[{'Code': 'correco', 'Name': 'Correctional Officers'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'statee', 'Name': 'State Employees'}, {'Code': 'teachers', 'Name': 'Teachers'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0313,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],Prohibiting a landlord from collecting an application fee unless the rental unit is available or will become available within 30 days of receiving the application; requiring a landlord to provide certain written disclosures before accepting an application or screening fee; prohibiting a landlord from taking certain adverse actions against a prospective tenant unless a landlord provides certain written notice to the prospective tenant; prohibiting a landlord from taking certain actions relating to certain records; etc.,Landlord and Tenant - Residential Housing - Rental Applications and Tenant Screening,In the House - Hearing 2/05 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-05T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}, {'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}]","[{'Code': 'applica', 'Name': 'Applicants and Applications'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'civilo', 'Name': 'Civil Offenses'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'expungsr', 'Name': 'Expungement and Shielded Records'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0314,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],"Requiring employers with 100 or more employees that reduced their workforce in the State by a least 10 employees while using automation technology to submit certain information to the Secretary of Labor concerning the number of employees employed, automation technology deployed or used, and certain employees separated from employment during the immediately preceding calendar year; requiring a certain covered employer to pay a certain assessment for each displaced employee reported by the covered employer; etc.",Automation Technology Deployment Assessment and Displaced Employee Retraining Fund - Established,In the House - Hearing 2/04 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-04T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}]","[{'Code': 'artifii', 'Name': 'Artificial Intelligence -see also- Biometrics'}, {'Code': 'civilo', 'Name': 'Civil Offenses'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'machinl', 'Name': 'Machine Learning'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'signatures', 'Name': 'Signatures'}, {'Code': 'technology', 'Name': 'Technology -see also- AeroT; BioT; EnergyT; InfoT; MedT; etc'}, {'Code': 'termine', 'Name': 'Termination of Employment'}, {'Code': 'treasurers', 'Name': 'Treasurers'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,F,"[{'Article': {'Code': 'gle', 'Title': 'Labor and Employment'}, 'Sections': [{'Section': '11-1801 through 11-1807'}]}]",2026 Regular Session,2026-01-20T10:05:07.143
HB0315,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],Providing that a certain landlord may not refuse to rent to a prospective tenant who pays rent with the assistance of an income-based housing subsidy under certain circumstances; providing that a certain landlord may collect financial information from a perspective tenant under certain circumstances; and providing that a violation of the Act is a discriminatory housing practice and is subject to enforcement by the Maryland Commission on Civil Rights.,Human Relations - Discrimination in Housing - Income-Based Housing Subsidies,In the House - Hearing 2/05 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-05T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'd5', 'Name': 'Human Relations'}]","[{'Code': 'civilrc', 'Name': 'Civil Rights, Commission on'}, {'Code': 'civilrse', 'Name': 'Civil Rights and Social Equity'}, {'Code': 'credit', 'Name': 'Credit'}, {'Code': 'discriminatio', 'Name': 'Discrimination'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'lowi', 'Name': 'Low-Income'}, {'Code': 'publicb', 'Name': 'Public Benefits -see also- Housing; MedAsst;  SupplNutrAsstP'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0316,,,Delegate Kaufman,"[{'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Shetty'}]","Altering the definition of ""medical record"" for purposes of law governing the confidentiality of medical records to require that certain information be recorded by a health care provider through certain means, instead of entered into the record of a patient or recipient, and to include certain electronic messages.",Confidentiality of Medical Records - Definition of Medical Record,In the House - First Reading Health,Health,,,,2026-01-15,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'electrd', 'Name': 'Electronic Documents'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'recordings', 'Name': 'Recordings -see also- Video'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'video', 'Name': 'Video'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0317,,,Delegate Stewart,[{'Name': 'Delegate Stewart'}],Requiring certain persons that receive certain State economic development assistance to make a certification each year that the person was not the subject of a certain final adverse determination  and is not currently failing to comply with certain outstanding requirements under a prior final judgment or order; requiring a certain unit of State government to initiate a pause on disbursements or approvals of certain economic development assistance or the award or renewal of certain State contracts; etc.,Recipients of Economic Development Assistance or State Contracts - Certification of Compliance With State Labor Laws,In the House - Hearing 2/17 at 1:00 p.m.,Economic Matters,,,,2026-01-15,2026-02-17T13:00:00,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'c8', 'Name': 'Economic Development'}, {'Code': 'p2', 'Name': 'State Procurement'}, {'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'commerd', 'Name': 'Commerce, Department of'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'courts', 'Name': ""Courts -see also- AppCt; Circuit; District; Orphans'; etc.""}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publicwb', 'Name': 'Public Works, Board of'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'taxc', 'Name': 'Tax Credits'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0318,,,Prince George's County Delegation and Montgomery County Delegation,"[{'Name': ""Prince George's County Delegation and Montgomery County Delegation""}]",Requiring the Maryland-National Capital Park and Planning Commission and the Washington Suburban Sanitary Commission to accept as a registered vendor any person that is registered through a vendor registration process as a vendor with Montgomery County or Prince George's County; and authorizing the Maryland-National Capital Park and Planning Commission and the Washington Suburban Sanitary Commission to enter into certain memoranda of understanding with Montgomery County and Prince George's County.,Maryland–National Capital Park and Planning Commission and Washington Suburban Sanitary Commission – Vendor Registration PG/MC 107–26,In the House - First Reading Economic Matters,Economic Matters,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'l5', 'Name': 'Bi-County Agencies'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForeignTr; etc.'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'intergc', 'Name': 'Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.'}, {'Code': 'marylancppc', 'Name': 'Maryland-National Capital Park and Planning Commission'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'smallb', 'Name': 'Small Business'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0319,,,Delegate Sample-Hughes,[{'Name': 'Delegate Sample-Hughes'}],Repealing the termination date of certain provisions of law that authorize a county board of education to provide transportation to and from school for certain students using a vehicle other than a certain type of school vehicle under certain circumstances.,County Boards of Education - Student Transportation - Sunset Repeal,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}, {'Code': 'r2', 'Name': 'Transportation - Generally'}]","[{'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0320,,,Delegate Behler,"[{'Name': 'Delegate Behler'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bartlett'}, {'Name': 'Delegate Chang'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Howard'}, {'Name': 'Delegate Jones, D.'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Nkongolo'}, {'Name': 'Delegate Pruski'}, {'Name': 'Delegate Rogers'}, {'Name': 'Delegate Schmidt'}, {'Name': 'Delegate Simmons'}]","Authorizing the governing body of Anne Arundel County to grant, by law, a property tax credit against the county property tax imposed on real property that is located in a Rural Legacy Area, subject to certain land preservation programs, and for which the property owner has sold certain development rights under the Rural Legacy Program; applying the Act to taxable years beginning after June 30, 2026; etc.",Anne Arundel County - Property Tax Credit - Rural Legacy Program,In the House - First Reading Ways and Means,Ways and Means,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'q2', 'Name': 'Taxes - Property - Local'}]","[{'Code': 'agriculture', 'Name': 'Agriculture -see also- Agritourism; Cannabis Prd; Farm; etc.'}, {'Code': 'anneac', 'Name': 'Anne Arundel County'}, {'Code': 'conservation', 'Name': 'Conservation -see also- Soil Conservation'}, {'Code': 'farmland', 'Name': 'Farmland'}, {'Code': 'forestp', 'Name': 'Forests and Parks -see also- MdNatlCapPkPlnCm; Plants; etc.'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'rurala', 'Name': 'Rural Areas'}, {'Code': 'taxc', 'Name': 'Tax Credits'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0321,,,Delegate Lehman,[{'Name': 'Delegate Lehman'}],"Extending the deadline by which the Department of the Environment is required to submit a certain report on the synthetic turf industry and synthetic turf disposal from July 1, 2026, to January 15, 2027.",Environment - Synthetic Turf Industry and Disposal Study - Deadline Extension,In the House - First Reading Environment and Transportation,Environment and Transportation,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'm3', 'Name': 'Environment'}]","[{'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'plastics', 'Name': 'Plastics'}, {'Code': 'refused', 'Name': 'Refuse Disposal -see also- Recycling'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
HB0322,,SB0260,Delegate Kerr,[{'Name': 'Delegate Kerr'}],"Altering the membership of the Maryland Health Care Commission by reducing from nine to eight the number of members who are individuals who do not have any connection with the management or policy of a health care provider or payor and including a representative of a hospital; and altering from five to four the number of Commission members who must be residents of different counties with a population of 300,000 or more.",Maryland Health Care Commission - Membership,In the House - First Reading Health,Health,,,,2026-01-16,,,,,,,,,,,,,,,,,,,False,False,False,"[{'Code': 'j3', 'Name': 'Health Care Facilities and Regulation'}]","[{'Code': 'commitch', 'Name': 'Committee Changes'}, {'Code': 'commitco', 'Name': 'Committees and Commissions'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthcc', 'Name': 'Health Care Commission'}, {'Code': 'hospitals', 'Name': 'Hospitals -see also- Clinics; State Hospitals'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}]",Regular,F,,2026 Regular Session,2026-01-20T10:05:07.143
